
######################################################################
# Sesion de entrenamiento iniciada: 2026-08-16 23:02:21
######################################################################

Usando dispositivo: cuda
GPU: NVIDIA GeForce RTX 2050
Split 'train': 33495 muestras
Split 'valid': 6305 muestras
Split 'test': 6305 muestras
Distribucion de rutas en train:
 A    11661
D     6101
C     5661
B     5371
E     4701
Name: count, dtype: int64
No se encontro checkpoint previo, comenzando desde cero.
============================================================
Comenzando epoca 1/40  (lr=1.00e-04)
[Train][Epoca 1/40] Batch 0/4187  Loss: 6.563519 (t=0.192193, q=0.637133)  Tiempo: 33.5s
[Train][Epoca 1/40] Batch 20/4187  Loss: 2.320627 (t=0.186489, q=0.213414)  Tiempo: 35.1s
[Train][Epoca 1/40] Batch 40/4187  Loss: 1.098183 (t=0.138465, q=0.095972)  Tiempo: 37.4s
[Train][Epoca 1/40] Batch 60/4187  Loss: 1.904473 (t=0.214122, q=0.169035)  Tiempo: 39.5s
[Train][Epoca 1/40] Batch 80/4187  Loss: 0.658184 (t=0.200709, q=0.045747)  Tiempo: 42.4s
[Train][Epoca 1/40] Batch 100/4187  Loss: 0.421650 (t=0.215938, q=0.020571)  Tiempo: 45.8s
[Train][Epoca 1/40] Batch 120/4187  Loss: 0.536613 (t=0.160773, q=0.037584)  Tiempo: 48.0s
[Train][Epoca 1/40] Batch 140/4187  Loss: 1.082458 (t=0.216282, q=0.086618)  Tiempo: 49.9s
[Train][Epoca 1/40] Batch 160/4187  Loss: 0.332401 (t=0.194139, q=0.013826)  Tiempo: 51.7s
[Train][Epoca 1/40] Batch 180/4187  Loss: 1.213343 (t=0.173982, q=0.103936)  Tiempo: 53.5s
[Train][Epoca 1/40] Batch 200/4187  Loss: 0.354080 (t=0.136037, q=0.021804)  Tiempo: 55.6s
[Train][Epoca 1/40] Batch 220/4187  Loss: 2.660561 (t=0.165298, q=0.249526)  Tiempo: 57.6s
[Train][Epoca 1/40] Batch 240/4187  Loss: 0.295123 (t=0.187603, q=0.010752)  Tiempo: 59.6s
[Train][Epoca 1/40] Batch 260/4187  Loss: 2.143471 (t=0.151110, q=0.199236)  Tiempo: 62.4s
[Train][Epoca 1/40] Batch 280/4187  Loss: 0.303870 (t=0.159438, q=0.014443)  Tiempo: 64.2s
[Train][Epoca 1/40] Batch 300/4187  Loss: 1.577695 (t=0.228138, q=0.134956)  Tiempo: 66.2s
[Train][Epoca 1/40] Batch 320/4187  Loss: 0.309684 (t=0.183274, q=0.012641)  Tiempo: 68.2s
[Train][Epoca 1/40] Batch 340/4187  Loss: 0.509656 (t=0.123231, q=0.038643)  Tiempo: 72.0s
[Train][Epoca 1/40] Batch 360/4187  Loss: 1.121985 (t=0.131624, q=0.099036)  Tiempo: 73.8s
[Train][Epoca 1/40] Batch 380/4187  Loss: 0.435906 (t=0.195857, q=0.024005)  Tiempo: 77.6s
[Train][Epoca 1/40] Batch 400/4187  Loss: 0.259310 (t=0.139634, q=0.011968)  Tiempo: 81.1s
[Train][Epoca 1/40] Batch 420/4187  Loss: 0.221462 (t=0.102679, q=0.011878)  Tiempo: 83.5s
