
######################################################################
# Sesion de entrenamiento iniciada: 2026-08-17 22:49:14
######################################################################

Usando dispositivo: cuda
GPU: NVIDIA GeForce RTX 2050
Split 'train': 33495 muestras
Split 'valid': 6305 muestras
Split 'test': 6305 muestras
Distribucion de rutas en train:
 A    11661
D     6101
C     5661
B     5371
E     4701
Name: count, dtype: int64
No se encontro checkpoint previo, comenzando desde cero.
============================================================
Comenzando epoca 1/40  (lr=1.00e-04)
[Train][Epoca 1/40] Batch 980/4187  Loss: 0.288396 (t=0.167204, q=0.012119)  Tiempo: 92.4s
[Train][Epoca 1/40] Batch 1000/4187  Loss: 0.353754 (t=0.144370, q=0.020938)  Tiempo: 93.6s
[Train][Epoca 1/40] Batch 1020/4187  Loss: 0.262262 (t=0.104464, q=0.015780)  Tiempo: 94.8s
[Train][Epoca 1/40] Batch 1040/4187  Loss: 0.258737 (t=0.212047, q=0.004669)  Tiempo: 96.0s
[Train][Epoca 1/40] Batch 1060/4187  Loss: 0.379623 (t=0.154028, q=0.022559)  Tiempo: 97.1s
[Train][Epoca 1/40] Batch 1080/4187  Loss: 0.174484 (t=0.097153, q=0.007733)  Tiempo: 98.3s
[Train][Epoca 1/40] Batch 1100/4187  Loss: 0.258408 (t=0.129065, q=0.012934)  Tiempo: 99.5s
[Train][Epoca 1/40] Batch 1120/4187  Loss: 0.625639 (t=0.155803, q=0.046984)  Tiempo: 100.7s
[Train][Epoca 1/40] Batch 1140/4187  Loss: 0.313785 (t=0.141446, q=0.017234)  Tiempo: 101.8s
[Train][Epoca 1/40] Batch 1160/4187  Loss: 0.417151 (t=0.068667, q=0.034848)  Tiempo: 103.0s
[Train][Epoca 1/40] Batch 1180/4187  Loss: 0.232363 (t=0.105347, q=0.012702)  Tiempo: 104.2s
[Train][Epoca 1/40] Batch 1200/4187  Loss: 0.682719 (t=0.135416, q=0.054730)  Tiempo: 105.3s
[Train][Epoca 1/40] Batch 1220/4187  Loss: 0.700712 (t=0.142836, q=0.055788)  Tiempo: 106.5s
[Train][Epoca 1/40] Batch 1240/4187  Loss: 0.810582 (t=0.188705, q=0.062188)  Tiempo: 107.6s
[Train][Epoca 1/40] Batch 1260/4187  Loss: 0.156709 (t=0.095652, q=0.006106)  Tiempo: 108.9s
[Train][Epoca 1/40] Batch 1280/4187  Loss: 0.213278 (t=0.142499, q=0.007078)  Tiempo: 110.1s
[Train][Epoca 1/40] Batch 1300/4187  Loss: 0.386257 (t=0.075982, q=0.031027)  Tiempo: 111.2s
[Train][Epoca 1/40] Batch 1320/4187  Loss: 0.694614 (t=0.150878, q=0.054374)  Tiempo: 112.3s
[Train][Epoca 1/40] Batch 1340/4187  Loss: 0.329110 (t=0.117424, q=0.021169)  Tiempo: 113.5s
[Train][Epoca 1/40] Batch 1360/4187  Loss: 0.266210 (t=0.116941, q=0.014927)  Tiempo: 114.6s
