
######################################################################
# Sesion de entrenamiento iniciada: 2026-08-17 20:17:47
######################################################################

Usando dispositivo: cuda
GPU: NVIDIA GeForce RTX 2050
Split 'train': 33495 muestras
Split 'valid': 6305 muestras
Split 'test': 6305 muestras
Distribucion de rutas en train:
 A    11661
D     6101
C     5661
B     5371
E     4701
Name: count, dtype: int64
No se encontro checkpoint previo, comenzando desde cero.
============================================================
Comenzando epoca 1/40  (lr=1.00e-04)
[Train][Epoca 1/40] Batch 0/4187  Loss: 3.257082 (t=0.190219, q=0.306686)  Tiempo: 37.3s
[Train][Epoca 1/40] Batch 20/4187  Loss: 1.383253 (t=0.216308, q=0.116695)  Tiempo: 40.9s
[Train][Epoca 1/40] Batch 40/4187  Loss: 1.606381 (t=0.252461, q=0.135392)  Tiempo: 42.1s
[Train][Epoca 1/40] Batch 60/4187  Loss: 1.353358 (t=0.246274, q=0.110708)  Tiempo: 43.4s
[Train][Epoca 1/40] Batch 80/4187  Loss: 0.840249 (t=0.199503, q=0.064075)  Tiempo: 45.8s
[Train][Epoca 1/40] Batch 100/4187  Loss: 0.601439 (t=0.131690, q=0.046975)  Tiempo: 48.2s
[Train][Epoca 1/40] Batch 120/4187  Loss: 0.806121 (t=0.165780, q=0.064034)  Tiempo: 49.5s
[Train][Epoca 1/40] Batch 140/4187  Loss: 0.563041 (t=0.174629, q=0.038841)  Tiempo: 51.8s
[Train][Epoca 1/40] Batch 160/4187  Loss: 2.040246 (t=0.134902, q=0.190534)  Tiempo: 54.3s
[Train][Epoca 1/40] Batch 180/4187  Loss: 0.775804 (t=0.173029, q=0.060278)  Tiempo: 56.7s
[Train][Epoca 1/40] Batch 200/4187  Loss: 0.707988 (t=0.172666, q=0.053532)  Tiempo: 58.1s
[Train][Epoca 1/40] Batch 220/4187  Loss: 0.418693 (t=0.232849, q=0.018584)  Tiempo: 60.5s
[Train][Epoca 1/40] Batch 240/4187  Loss: 0.449612 (t=0.198177, q=0.025143)  Tiempo: 61.9s
[Train][Epoca 1/40] Batch 260/4187  Loss: 0.293885 (t=0.180581, q=0.011330)  Tiempo: 63.4s
[Train][Epoca 1/40] Batch 280/4187  Loss: 0.311374 (t=0.147245, q=0.016413)  Tiempo: 64.8s
[Train][Epoca 1/40] Batch 300/4187  Loss: 0.525108 (t=0.220546, q=0.030456)  Tiempo: 66.3s
[Train][Epoca 1/40] Batch 320/4187  Loss: 0.475352 (t=0.165371, q=0.030998)  Tiempo: 67.7s
[Train][Epoca 1/40] Batch 340/4187  Loss: 0.398094 (t=0.219275, q=0.017882)  Tiempo: 70.3s
[Train][Epoca 1/40] Batch 360/4187  Loss: 0.333744 (t=0.158115, q=0.017563)  Tiempo: 72.6s
[Train][Epoca 1/40] Batch 380/4187  Loss: 0.312183 (t=0.144437, q=0.016775)  Tiempo: 74.0s
[Train][Epoca 1/40] Batch 400/4187  Loss: 0.612605 (t=0.110212, q=0.050239)  Tiempo: 75.5s
[Train][Epoca 1/40] Batch 420/4187  Loss: 0.678264 (t=0.224344, q=0.045392)  Tiempo: 77.0s
